submission_id,config,run_index,model_name,pipeline_version,overall,novelty,rigor,applicability,clarity,citation,input_tokens,output_tokens,evaluation_id,run_kind
CCSPm6V5EF,naive,0,gpt-5.4,naive,78,,,,,,45121,370,,adhoc
jHDZEUgS4r,full_full,0,gpt-5.4,v6,79,74.0,81.0,80.0,80.0,100.0,422898,19423,edd52592-b650-4d8a-8660-aaf0b7460956,adhoc
jHDZEUgS4r,naive,0,gpt-5.4,naive,82,,,,,,64883,585,,adhoc
tp9y1547fH,full_full,0,gpt-5.4,v6,75,80.0,72.0,69.0,69.0,100.0,293680,18442,c26d3dff-a508-4d2e-af93-463b4a3ce020,adhoc
tp9y1547fH,naive,0,gpt-5.4,naive,57,,,,,,43856,1435,,adhoc
KjgyAm383Z,full_full,0,gpt-5.4,v6,78,73.0,76.0,82.0,74.0,100.0,368229,16201,3b1cd760-aedd-4b49-8881-4734d5f4063b,adhoc
KjgyAm383Z,naive,0,gpt-5.4,naive,78,,,,,,56409,390,,adhoc
M7TNf5J26u,full_full,0,gpt-5.4,v6,83,82.0,81.0,84.0,79.0,100.0,588921,18189,9fb2d820-ef71-4877-8cd5-59528182ce2c,adhoc
M7TNf5J26u,naive,0,gpt-5.4,naive,85,,,,,,92954,409,,adhoc
b8avf4F2hn,full_full,0,gpt-5.4,v6,78,80.0,73.0,75.0,80.0,100.0,148908,13806,e6a3bf21-c16c-4b60-a0cc-0a6c9aebea8c,adhoc
b8avf4F2hn,naive,0,gpt-5.4,naive,82,,,,,,19906,623,,adhoc
fqehqG4WvL,full_full,0,gpt-5.4,v6,76,74.0,76.0,74.0,77.0,100.0,263307,16905,014f61b3-5761-4067-9340-86e7ce5a8f01,adhoc
fqehqG4WvL,naive,0,gpt-5.4,naive,74,,,,,,38461,363,,adhoc
vxlTrWwY4y,full_full,0,gpt-5.4,v6,73,84.0,73.0,58.0,74.0,100.0,117785,13808,cbee6728-f8ca-46e2-bfa8-9fac2a3feb8f,adhoc
vxlTrWwY4y,naive,0,gpt-5.4,naive,80,,,,,,14509,337,,adhoc
QAqDETCuJe,full_full,0,gpt-5.4,v6,67,74.0,55.0,63.0,58.0,100.0,115253,13437,4025e9ba-9c44-45aa-939e-8c4977f9f1d6,adhoc
QAqDETCuJe,naive,0,gpt-5.4,naive,38,,,,,,14125,457,,adhoc
00HNN8O7Ni,full_full,0,gpt-5.4,v6,77,80.0,74.0,71.0,82.0,100.0,175316,14325,b1b49255-fd4e-46b5-8138-bf96f7591df9,adhoc
00HNN8O7Ni,naive,0,gpt-5.4,naive,72,,,,,,24092,458,,adhoc
hRDlSKJUe2,full_full,0,gpt-5.4,v6,74,72.0,67.0,76.0,77.0,100.0,179327,17642,4e940b9f-f6da-4779-b30b-301f147f1136,adhoc
hRDlSKJUe2,naive,0,gpt-5.4,naive,58,,,,,,24576,599,,adhoc
LrFCmRuKwc,full_full,0,gpt-5.4,v6,74,76.0,69.0,73.0,72.0,100.0,272021,17031,ff3e7a81-5975-455a-b804-b5bb14a8c956,adhoc
LrFCmRuKwc,naive,0,gpt-5.4,naive,68,,,,,,40120,536,,adhoc
ORKhJBFepG,full_full,0,gpt-5.4,v6,73,79.0,74.0,61.0,80.0,100.0,179224,20651,e63169b8-e583-460d-b6be-4aa4a902d9ca,adhoc
ORKhJBFepG,naive,0,gpt-5.4,naive,72,,,,,,24683,342,,adhoc
TLSUIyBIfs,full_full,0,gpt-5.4,v6,77,83.0,82.0,66.0,80.0,100.0,337588,16505,7e9018e0-6f37-42e5-b2bc-0b92963095e0,adhoc
TLSUIyBIfs,naive,0,gpt-5.4,naive,76,,,,,,42811,795,,adhoc
LoPF9Zl7ic,full_full,0,gpt-5.4,v6,73,74.0,69.0,74.0,64.0,100.0,283420,18733,654bb246-64a8-4c02-bea5-ae79604b0c8e,adhoc
LoPF9Zl7ic,naive,0,gpt-5.4,naive,42,,,,,,41803,1879,,adhoc
GgTd30mNzw,full_full,0,gpt-5.4,v6,73,61.0,79.0,77.0,78.0,100.0,1057670,15061,5d67235a-d778-41d1-9269-4e38aeb2e369,adhoc
GgTd30mNzw,naive,0,gpt-5.4,naive,78,,,,,,145509,629,,adhoc
0xE0kNdGIz,full_full,0,gpt-5.4,v6,80,81.0,77.0,79.0,80.0,100.0,348757,17895,8a861064-2ed4-469d-8c56-eca1b8c3fa57,adhoc
0xE0kNdGIz,naive,0,gpt-5.4,naive,80,,,,,,52747,1063,,adhoc
y4nkSIOX8L,full_full,0,gpt-5.4,v6,76,76.0,74.0,72.0,80.0,100.0,143779,15716,e2b2658b-3b5a-40b3-82df-b4b3778d2c97,adhoc
y4nkSIOX8L,naive,0,gpt-5.4,naive,72,,,,,,18953,474,,adhoc
Yxz92UuPLQ,full_full,0,gpt-5.4,v6,80,86.0,85.0,68.0,79.0,100.0,163483,14236,47b34767-0229-4ee5-9e4d-85b7336bf41c,adhoc
Yxz92UuPLQ,naive,0,gpt-5.4,naive,87,,,,,,22264,320,,adhoc
BjYJKqyCCa,full_full,0,gpt-5.4,v6,72,74.0,70.0,66.0,77.0,100.0,207148,15045,b7bcca42-8c3b-40b9-becb-4fb705780ae6,adhoc
BjYJKqyCCa,naive,0,gpt-5.4,naive,71,,,,,,29516,1288,,adhoc
dTWfCLSoyl,full_full,0,gpt-5.4,v6,78,79.0,74.0,76.0,80.0,100.0,176281,14444,00608d5c-bcb2-4593-bc83-6011cdb6d154,adhoc
dTWfCLSoyl,naive,0,gpt-5.4,naive,76,,,,,,24189,355,,adhoc
EhqJWMSElB,full_full,0,gpt-5.4,v6,72,72.0,74.0,66.0,81.0,100.0,170854,17338,89da2637-7170-4658-9093-9c5e32ea079b,adhoc
EhqJWMSElB,naive,0,gpt-5.4,naive,71,,,,,,22937,270,,adhoc
JV5X6mhhrm,full_full,0,gpt-5.4,v6,58,60.0,49.0,54.0,58.0,100.0,162646,17092,425fa8ed-9ca0-4af2-bb84-7f003e1d1790,adhoc
JV5X6mhhrm,naive,0,gpt-5.4,naive,14,,,,,,21882,633,,adhoc
wwA0X3UfAn,full_full,0,gpt-5.4,v6,73,74.0,68.0,71.0,76.0,100.0,195298,17340,625f91ce-145f-44ff-b2ac-d7345e6a2734,adhoc
wwA0X3UfAn,naive,0,gpt-5.4,naive,72,,,,,,22491,395,,adhoc
T0EiEuhOOL,full_full,0,gpt-5.4,v6,75,78.0,72.0,70.0,76.0,100.0,191347,14701,1dad300f-47a2-4685-b33e-0c34c18788e7,adhoc
T0EiEuhOOL,naive,0,gpt-5.4,naive,78,,,,,,26880,568,,adhoc
kZHSvETWdi,full_full,0,gpt-5.4,v6,78,76.0,78.0,79.0,74.0,100.0,174544,17568,0e96f4dd-4b67-4aed-9b93-788c09d6a3ea,adhoc
kZHSvETWdi,naive,0,gpt-5.4,naive,68,,,,,,23901,625,,adhoc
Xn6EnJZghu,full_full,0,gpt-5.4,v6,72,76.0,64.0,68.0,72.0,100.0,187106,16752,814433b7-52a7-430c-92f5-99bd4bffa5cf,adhoc
Xn6EnJZghu,naive,0,gpt-5.4,naive,38,,,,,,26222,813,,adhoc
88ZLp7xYxw,full_full,0,gpt-5.4,v6,76,78.0,76.0,69.0,79.0,100.0,220240,16350,bfb6b0f5-9741-4b64-932f-25674aef8782,adhoc
88ZLp7xYxw,naive,0,gpt-5.4,naive,62,,,,,,31168,1402,,adhoc
Dl1S4EvFwh,full_full,0,gpt-5.4,v6,75,74.0,72.0,74.0,82.0,100.0,316728,14331,c5bcf5e2-c121-4f9a-9a47-261027f95d28,adhoc
Dl1S4EvFwh,naive,0,gpt-5.4,naive,78,,,,,,47694,508,,adhoc
mhJ9jO7ue8,full_full,0,gpt-5.4,v6,77,78.0,77.0,74.0,71.0,100.0,108571,14704,3308b14f-2185-474c-a55e-94f060d7bc33,adhoc
mhJ9jO7ue8,naive,0,gpt-5.4,naive,63,,,,,,13090,554,,adhoc
Hf7jMztvve,full_full,0,gpt-5.4,v6,60,66.0,46.0,57.0,55.0,100.0,231842,14242,5b199ecf-80c3-4579-bc2a-57f23591f21b,adhoc
Hf7jMztvve,naive,0,gpt-5.4,naive,18,,,,,,33317,576,,adhoc
2eAGrunxVz,full_full,0,gpt-5.4,v6,75,76.0,68.0,74.0,74.0,100.0,373444,16793,e6b1d78d-dbd8-46a8-8ece-64ee0d917496,adhoc
2eAGrunxVz,naive,0,gpt-5.4,naive,68,,,,,,47710,569,,adhoc
pelxC06W8U,full_full,0,gpt-5.4,v6,73,80.0,82.0,58.0,76.0,100.0,155658,14862,0b35bd2c-8f3d-445f-aafe-3a7eeaa92ec2,adhoc
pelxC06W8U,naive,0,gpt-5.4,naive,68,,,,,,20910,399,,adhoc
X1qSwfzPo1,full_full,0,gpt-5.4,v6,71,74.0,66.0,65.0,73.0,100.0,196278,16332,ceede6b4-c02a-474f-963a-82c9c991cbd7,adhoc
X1qSwfzPo1,naive,0,gpt-5.4,naive,43,,,,,,27705,933,,adhoc
rkthPeHvAX,full_full,0,gpt-5.4,v6,75,76.0,69.0,73.0,74.0,100.0,264365,15488,cbb52e5d-4964-4f9a-8b52-8ecf56c90682,adhoc
rkthPeHvAX,naive,0,gpt-5.4,naive,61,,,,,,38567,457,,adhoc
s344pGE2JA,full_full,0,gpt-5.4,v6,72,72.0,71.0,68.0,74.0,100.0,164518,15059,08d32612-f30e-41ad-ae26-6988d7f2ffa5,adhoc
s344pGE2JA,naive,0,gpt-5.4,naive,46,,,,,,22393,553,,adhoc
8dWiSr6G4q,full_full,0,gpt-5.4,v6,64,74.0,47.0,59.0,56.0,100.0,207205,15401,424df2ae-984f-4b01-8eff-a68db7966ef8,adhoc
8dWiSr6G4q,naive,0,gpt-5.4,naive,28,,,,,,29499,1393,,adhoc
lg6H2oJPky,full_full,0,gpt-5.4,v6,76,83.0,79.0,64.0,78.0,100.0,368519,18286,509edfde-ce18-4800-8dd7-481b3cf4c5b6,adhoc
lg6H2oJPky,naive,0,gpt-5.4,naive,78,,,,,,56053,545,,adhoc
JEGDp1E4OH,full_full,0,gpt-5.4,v6,79,78.0,76.0,79.0,82.0,100.0,309345,16240,cd20f1c4-f980-452d-994e-92a2184558bb,adhoc
JEGDp1E4OH,naive,0,gpt-5.4,naive,78,,,,,,46239,355,,adhoc
uUq0gemhnv,full_full,0,gpt-5.4,v6,72,74.0,67.0,70.0,68.0,100.0,214999,15487,d8f4071d-ecd7-461d-9184-2e7cf4c74c16,adhoc
uUq0gemhnv,naive,0,gpt-5.4,naive,68,,,,,,25176,569,,adhoc
6XEXDNUlxl,full_full,0,gpt-5.4,v6,77,74.0,77.0,77.0,72.0,100.0,223637,16234,71da7343-51cd-4936-b4fc-7e1567804a5c,adhoc
6XEXDNUlxl,naive,0,gpt-5.4,naive,46,,,,,,26111,629,,adhoc
isoLHssNcU,full_full,0,gpt-5.4,v6,71,63.0,77.0,72.0,74.0,100.0,401476,16156,2743cfc8-309f-4fc8-88cc-8d23801c784d,adhoc
nCEs0tSwc2,full_full,0,gpt-5.4,v6,78,76.0,75.0,79.0,79.0,100.0,182360,15335,9c23a560-e8a0-4ed2-ab06-96e8aec2180f,adhoc
nCEs0tSwc2,naive,0,gpt-5.4,naive,68,,,,,,25316,911,,adhoc
uGvZ6DGPR2,full_full,0,gpt-5.4,v6,71,77.0,66.0,64.0,72.0,100.0,244112,17175,8b58c956-2277-4d92-ad4f-ea1991363886,adhoc
uGvZ6DGPR2,naive,0,gpt-5.4,naive,55,,,,,,35209,865,,adhoc
uwoA5iyTC6,full_full,0,gpt-5.4,v6,67,68.0,67.0,62.0,63.0,100.0,241944,18206,724f66c4-0e57-4db9-b678-e3c66e532787,adhoc
uwoA5iyTC6,naive,0,gpt-5.4,naive,42,,,,,,35003,1321,,adhoc
SA8xDYrUYB,full_full,0,gpt-5.4,v6,76,77.0,76.0,72.0,81.0,100.0,141593,19263,69adb305-22de-47fc-aa49-4600fcc79d63,adhoc
SA8xDYrUYB,naive,0,gpt-5.4,naive,72,,,,,,18418,597,,adhoc
c1A3DCni3K,full_full,0,gpt-5.4,v6,74,76.0,68.0,72.0,78.0,100.0,271183,17598,46554cc8-635b-401f-a705-f38f1a7e2fd7,adhoc
c1A3DCni3K,naive,0,gpt-5.4,naive,72,,,,,,40047,613,,adhoc
bIODmQ1TNd,full_full,0,gpt-5.4,v6,75,76.0,82.0,67.0,82.0,100.0,269349,14522,e69005b7-983f-40d0-b88c-dded3b7b65be,adhoc
bIODmQ1TNd,naive,0,gpt-5.4,naive,82,,,,,,39989,433,,adhoc
JRYurXMhhV,full_full,0,gpt-5.4,v6,72,77.0,69.0,68.0,61.0,100.0,201262,14560,6a7893c1-7108-4861-9f76-a98b555d897b,adhoc
JRYurXMhhV,naive,0,gpt-5.4,naive,44,,,,,,28463,757,,adhoc
MpeyjgWbKt,full_full,0,gpt-5.4,v6,78,77.0,74.0,78.0,82.0,100.0,193991,17052,905600fe-097b-4a57-96c7-f76fcc72ccd3,adhoc
MpeyjgWbKt,naive,0,gpt-5.4,naive,82,,,,,,27165,732,,adhoc
WksEmokwkb,full_full,0,gpt-5.4,v6,75,77.0,74.0,68.0,79.0,100.0,379788,18364,601a39ec-a201-4e76-8ec7-d850657a24c8,adhoc
WksEmokwkb,naive,0,gpt-5.4,naive,76,,,,,,58225,607,,adhoc
gmpnSSiJt7,full_full,0,gpt-5.4,v6,69,72.0,68.0,64.0,61.0,100.0,276663,10823,d95cab33-5690-4395-890f-74fd85fffd4f,adhoc
gmpnSSiJt7,naive,0,gpt-5.4,naive,58,,,,,,40863,798,,adhoc
W8bKDPf1Ko,full_full,0,gpt-5.4,v6,71,74.0,67.0,65.0,71.0,100.0,353868,17304,8586e30d-2a0c-47f8-bce9-e4cbc493caa2,adhoc
W8bKDPf1Ko,naive,0,gpt-5.4,naive,24,,,,,,53834,458,,adhoc
r6jzGWqalX,full_full,0,gpt-5.4,v6,76,76.0,74.0,76.0,69.0,100.0,188463,16198,a42aeaa0-1bbe-4291-9bdb-f1461cab8f22,adhoc
r6jzGWqalX,naive,0,gpt-5.4,naive,68,,,,,,26448,450,,adhoc
oWFtI0cNsE,full_full,0,gpt-5.4,v6,74,71.0,63.0,78.0,74.0,100.0,252198,17079,e9036ffa-4420-40e3-a9f6-812e8d4019de,adhoc
oWFtI0cNsE,naive,0,gpt-5.4,naive,70,,,,,,36780,399,,adhoc
efNINVs2So,full_full,0,gpt-5.4,v6,76,80.0,77.0,66.0,81.0,100.0,658567,18151,924ba7a0-e5e1-4191-8e95-80fab2257ff3,adhoc
efNINVs2So,naive,0,gpt-5.4,naive,82,,,,,,104478,394,,adhoc
P2m7gvtfrE,full_full,0,gpt-5.4,v6,72,76.0,72.0,64.0,72.0,100.0,193048,14592,2ceec031-830c-4d81-9f4c-53f624960475,adhoc
P2m7gvtfrE,naive,0,gpt-5.4,naive,52,,,,,,26978,621,,adhoc
wywgRd1MUQ,full_full,0,gpt-5.4,v6,71,71.0,69.0,68.0,78.0,100.0,170235,12202,9195d755-3225-48fc-8212-79a503d175f9,adhoc
wywgRd1MUQ,naive,0,gpt-5.4,naive,72,,,,,,19053,554,,adhoc
8sVoZYfPwJ,full_full,0,gpt-5.4,v6,70,70.0,64.0,68.0,76.0,100.0,202858,16638,851cf069-cced-403d-b5e8-09fc95d07af9,adhoc
8sVoZYfPwJ,naive,0,gpt-5.4,naive,63,,,,,,28550,780,,adhoc
lAlI5FuIf7,full_full,0,gpt-5.4,v6,79,82.0,75.0,76.0,78.0,100.0,339212,17099,63adc00c-397b-4ae6-8498-63832d8c7429,adhoc
lAlI5FuIf7,naive,0,gpt-5.4,naive,82,,,,,,51294,280,,adhoc
z7UCqS5ufq,full_full,0,gpt-5.4,v6,63,74.0,62.0,52.0,47.0,100.0,324844,13585,49c03856-406a-47e1-b01c-948617f7d64f,adhoc
z7UCqS5ufq,naive,0,gpt-5.4,naive,38,,,,,,49043,844,,adhoc
5F93RfQ12T,full_full,0,gpt-5.4,v6,80,78.0,77.0,80.0,80.0,100.0,250950,15437,81dc6c4e-e434-4d04-9677-4edea72e35b3,adhoc
5F93RfQ12T,naive,0,gpt-5.4,naive,82,,,,,,36881,410,,adhoc
W2eNfLmCHY,full_full,0,gpt-5.4,v6,75,74.0,72.0,75.0,70.0,100.0,174084,14549,e17f1891-85f2-42d4-868d-3e6af681c905,adhoc
W2eNfLmCHY,naive,0,gpt-5.4,naive,26,,,,,,19549,971,,adhoc
KzpAcxWjOC,full_full,0,gpt-5.4,v6,62,63.0,60.0,57.0,64.0,100.0,178062,15959,2691c80f-f9e7-4f78-8468-16cb1cf43ceb,adhoc
KzpAcxWjOC,naive,0,gpt-5.4,naive,42,,,,,,24494,430,,adhoc
6yCZEruFu9,full_full,0,gpt-5.4,v6,68,72.0,60.0,64.0,73.0,100.0,289327,17269,29b1718d-0008-4edf-9596-8a70dd07ea84,adhoc
6yCZEruFu9,naive,0,gpt-5.4,naive,48,,,,,,35463,725,,adhoc
eXjDR9Mphk,full_full,0,gpt-5.4,v6,74,72.0,69.0,77.0,70.0,100.0,166060,13836,90b5eac7-6dd4-44af-b848-0fabe72c8275,adhoc
eXjDR9Mphk,naive,0,gpt-5.4,naive,68,,,,,,22390,621,,adhoc
C6WWMryELL,full_full,0,gpt-5.4,v6,68,73.0,61.0,64.0,57.0,100.0,430469,15981,46bbcca3-c9a1-4351-9e6b-8d343c2f5bab,adhoc
C6WWMryELL,naive,0,gpt-5.4,naive,22,,,,,,66467,786,,adhoc
YcoS3uq5kt,full_full,0,gpt-5.4,v6,73,72.0,69.0,72.0,74.0,100.0,234911,12611,5048126b-21a3-4a0a-93e4-467ec1f07a2b,adhoc
YcoS3uq5kt,naive,0,gpt-5.4,naive,63,,,,,,28142,964,,adhoc
aeexHSFefN,full_full,0,gpt-5.4,v6,74,74.0,71.0,72.0,79.0,100.0,316985,15771,6ae43910-dc66-468e-850a-c3f9ee92aa6c,adhoc
aeexHSFefN,naive,0,gpt-5.4,naive,62,,,,,,47541,928,,adhoc
MoRmmDiKAo,full_full,0,gpt-5.4,v6,75,79.0,74.0,68.0,80.0,100.0,397715,14203,febafef2-e925-4767-9820-c6f5c8f4f97b,adhoc
MoRmmDiKAo,naive,0,gpt-5.4,naive,78,,,,,,51466,562,,adhoc
cUcOKxfAnV,full_full,0,gpt-5.4,v6,68,73.0,60.0,64.0,67.0,100.0,202015,17246,39224f0d-df13-4b62-8703-3446cbdec529,adhoc
cUcOKxfAnV,naive,0,gpt-5.4,naive,58,,,,,,28408,922,,adhoc
yza9TlepdI,full_full,0,gpt-5.4,v6,73,73.0,74.0,71.0,64.0,100.0,312500,13594,2bc6ad51-2dc7-492d-80ec-dcd4a656404f,adhoc
yza9TlepdI,naive,0,gpt-5.4,naive,61,,,,,,39148,921,,adhoc
oSUjUvs999,full_full,0,gpt-5.4,v6,70,74.0,71.0,61.0,78.0,100.0,296600,12726,abef0f68-bd6e-4cb1-ba2b-ec6f435c9ab9,adhoc
oSUjUvs999,naive,0,gpt-5.4,naive,72,,,,,,44198,819,,adhoc
X9D5MVpPJ9,full_full,0,gpt-5.4,v6,81,81.0,77.0,80.0,84.0,100.0,348579,13868,e32a4021-57e0-4f65-bf26-46e82380bc5a,adhoc
X9D5MVpPJ9,naive,0,gpt-5.4,naive,84,,,,,,53207,431,,adhoc
H6rDX4w6Al,full_full,0,gpt-5.4,v6,79,75.0,78.0,81.0,82.0,100.0,247983,17202,242fe29d-87bf-4a6a-b289-6437e1565838,adhoc
H6rDX4w6Al,naive,0,gpt-5.4,naive,82,,,,,,36175,478,,adhoc
OphrMOQCCY,full_full,0,gpt-5.4,v6,72,74.0,70.0,67.0,79.0,100.0,153747,15116,b05ecad7-d83d-4dcf-b97b-329880ccff6b,adhoc
OphrMOQCCY,naive,0,gpt-5.4,naive,72,,,,,,20556,728,,adhoc
HhThhjKyfw,full_full,0,gpt-5.4,v6,74,74.0,68.0,75.0,74.0,100.0,252440,18081,3b56598e-488c-44c4-999d-7ecc86ed1742,adhoc
HhThhjKyfw,naive,0,gpt-5.4,naive,74,,,,,,36988,744,,adhoc
aITKXFeivk,full_full,0,gpt-5.4,v6,76,76.0,69.0,76.0,77.0,100.0,203432,14902,183ac973-12c1-42c7-8632-863b90c9bcd4,adhoc
aITKXFeivk,naive,0,gpt-5.4,naive,42,,,,,,23475,994,,adhoc
RPowYXiRmW,full_full,0,gpt-5.4,v6,77,78.0,74.0,75.0,81.0,100.0,326710,16043,96b2efbe-5c8f-4bb0-820e-f2e9d2b88fcd,adhoc
RPowYXiRmW,naive,0,gpt-5.4,naive,78,,,,,,49205,328,,adhoc
HAxD3sDrxh,full_full,0,gpt-5.4,v6,77,81.0,74.0,71.0,76.0,100.0,245357,17486,f89c92da-692b-443e-a474-db2430a316de,adhoc
HAxD3sDrxh,naive,0,gpt-5.4,naive,82,,,,,,35687,392,,adhoc
azcQJtcYTE,full_full,0,gpt-5.4,v6,77,81.0,76.0,70.0,77.0,100.0,225361,12070,2e38def2-f48f-480d-9373-ae85b4d4d184,adhoc
azcQJtcYTE,naive,0,gpt-5.4,naive,58,,,,,,32103,622,,adhoc
thoPskdIcE,full_full,0,gpt-5.4,v6,77,75.0,78.0,76.0,79.0,100.0,502510,17580,af4d9a29-b31b-46b9-be23-e230cfd8cbf1,adhoc
thoPskdIcE,naive,0,gpt-5.4,naive,61,,,,,,78398,1001,,adhoc
83RFO7Zzgn,full_full,0,gpt-5.4,v6,75,80.0,75.0,67.0,80.0,100.0,169241,12762,706730df-1132-4e78-8a9a-941f12cfaad8,adhoc
83RFO7Zzgn,naive,0,gpt-5.4,naive,58,,,,,,23123,548,,adhoc
kdeiRledV6,full_full,0,gpt-5.4,v6,77,77.0,74.0,76.0,72.0,100.0,396167,15476,09eafdbc-ee50-4480-8ebf-7948c6931a39,adhoc
kdeiRledV6,naive,0,gpt-5.4,naive,78,,,,,,60726,594,,adhoc
NEkYHQSXvQ,full_full,0,gpt-5.4,v6,72,76.0,70.0,68.0,58.0,100.0,346392,13196,f6375f31-6ae2-4e56-8587-00935018514b,adhoc
NEkYHQSXvQ,naive,0,gpt-5.4,naive,46,,,,,,52405,581,,adhoc
URbsHlTK8c,full_full,0,gpt-5.4,v6,80,77.0,74.0,84.0,79.0,100.0,276193,16681,724110a3-0864-4e25-9ec7-0329f6d7fa4a,adhoc
URbsHlTK8c,naive,0,gpt-5.4,naive,79,,,,,,34117,619,,adhoc
k3DZzBl2EZ,full_full,0,gpt-5.4,v6,73,74.0,72.0,68.0,80.0,100.0,245270,14378,5f9a6100-1b95-4f3a-9020-a0c0b500ba7d,adhoc
k3DZzBl2EZ,naive,0,gpt-5.4,naive,65,,,,,,35762,523,,adhoc
wySMuWHmt4,full_full,0,gpt-5.4,v6,75,74.0,72.0,77.0,69.0,100.0,138331,11740,8faf198b-45d8-44ee-a954-83a0e3a75cc0,adhoc
wySMuWHmt4,naive,0,gpt-5.4,naive,72,,,,,,18164,524,,adhoc
329w99DBGk,full_full,0,gpt-5.4,v6,71,72.0,66.0,68.0,78.0,100.0,166669,14003,3fce2ff0-43e5-4767-9100-2be8840b768f,adhoc
329w99DBGk,naive,0,gpt-5.4,naive,72,,,,,,22637,571,,adhoc
a4S1nQay3b,full_full,0,gpt-5.4,v6,77,79.0,76.0,73.0,78.0,100.0,235553,18512,df821c71-c60b-480b-8551-abc06ca8e9a5,adhoc
a4S1nQay3b,naive,0,gpt-5.4,naive,72,,,,,,28074,1012,,adhoc
Zp2y9O3wEj,full_full,0,gpt-5.4,v6,74,74.0,71.0,72.0,79.0,100.0,282110,13539,d3b264e1-0c84-4788-8eb7-4b158e89fb2f,adhoc
Zp2y9O3wEj,naive,0,gpt-5.4,naive,78,,,,,,34839,330,,adhoc
KhbaH59t4v,full_full,0,gpt-5.4,v6,73,72.0,68.0,71.0,76.0,100.0,224962,14613,da3861a9-18e2-4e86-92d3-5bc37f9e57f7,adhoc
KhbaH59t4v,naive,0,gpt-5.4,naive,46,,,,,,26505,917,,adhoc
BKRJowxP3H,full_full,0,gpt-5.4,v6,73,76.0,67.0,69.0,74.0,100.0,297397,21121,b2d34d61-6317-4b8f-92bf-70eaa646d609,adhoc
BKRJowxP3H,naive,0,gpt-5.4,naive,46,,,,,,44027,864,,adhoc
7JbWlwNltD,full_full,0,gpt-5.4,v6,74,73.0,76.0,71.0,68.0,100.0,260726,17053,f68879e4-993c-4b0e-86fe-e61a1b9182ce,adhoc
7JbWlwNltD,naive,0,gpt-5.4,naive,42,,,,,,38364,1228,,adhoc
M7eWB695jp,full_full,0,gpt-5.4,v6,77,77.0,78.0,73.0,79.0,100.0,202936,17416,ad7000a0-dff2-4f1a-a320-12daf85ae60d,adhoc
M7eWB695jp,naive,0,gpt-5.4,naive,76,,,,,,28670,569,,adhoc
b4C3zAzRgH,full_full,0,gpt-5.4,v6,78,74.0,80.0,78.0,83.0,100.0,654719,13655,7c29356c-b075-4d6c-8185-120ae6dd5ec9,adhoc
b4C3zAzRgH,naive,0,gpt-5.4,naive,78,,,,,,76424,518,,adhoc
bIS0BbYjjd,full_full,0,gpt-5.4,v6,73,77.0,75.0,63.0,80.0,100.0,304260,17622,4ac1c74a-6d04-4281-ad0a-776c43ea3a44,adhoc
bIS0BbYjjd,naive,0,gpt-5.4,naive,67,,,,,,45226,628,,adhoc
MoRmmDiKAo,full_mini,0,gpt-5.4-mini,v6,65,63.0,74.0,57.0,73.0,100.0,282982,17689,bc598c0a-d060-4931-8845-004fd02e52dc,adhoc
HAxD3sDrxh,full_mini,0,gpt-5.4-mini,v6,70,74.0,73.0,60.0,71.0,100.0,204846,11919,4d469554-9a9f-405e-aead-8c65fcf949d5,adhoc
80vjyj5o7l,full_mini,0,gpt-5.4-mini,v6,74,71.0,77.0,73.0,69.0,100.0,467785,9856,f08da125-0d45-4000-9f7a-ec539f66a04f,adhoc
9pVrsGUTvp,full_full,1,gpt-5.4,v6,61,58.0,57.0,62.0,73.0,68.0,207569,15640,28095c01-b1ea-40d4-96c3-d6380a0393a3,adhoc
9pVrsGUTvp,naive,1,gpt-5.4,naive,38,,,,,,11785,487,,adhoc
9pVrsGUTvp,full_full,2,gpt-5.4,v6,58,57.0,60.0,56.0,64.0,68.0,203919,14980,d188c28a-2e9d-4c93-95a0-d0aefe009d4b,adhoc
9pVrsGUTvp,naive,2,gpt-5.4,naive,36,,,,,,11776,628,,adhoc
CCSPm6V5EF,full_full,1,gpt-5.4,v6,79,74.0,78.0,80.0,82.0,100.0,416521,16661,055f0b8d-3002-4abf-ab4c-ef388b26f071,adhoc
CCSPm6V5EF,naive,1,gpt-5.4,naive,82,,,,,,45112,380,,adhoc
CCSPm6V5EF,full_full,2,gpt-5.4,v6,78,74.0,80.0,78.0,80.0,96.0,479108,15582,d965a6f4-ee92-4d77-903e-59a80cf2d3c3,adhoc
CCSPm6V5EF,naive,2,gpt-5.4,naive,78,,,,,,45112,416,,adhoc
fqehqG4WvL,full_full,1,gpt-5.4,v6,78,77.0,78.0,76.0,74.0,100.0,216971,15767,39776ffb-91e9-4082-ad85-087bba566529,adhoc
fqehqG4WvL,naive,1,gpt-5.4,naive,74,,,,,,38461,619,,adhoc
fqehqG4WvL,full_full,2,gpt-5.4,v6,76,77.0,74.0,72.0,79.0,100.0,267597,19263,e97348be-e3ff-4d63-bb27-be4bd6b4568a,adhoc
fqehqG4WvL,naive,2,gpt-5.4,naive,74,,,,,,38459,465,,adhoc
Yxz92UuPLQ,full_full,1,gpt-5.4,v6,78,87.0,85.0,63.0,78.0,100.0,166245,14555,0514b32d-91e1-456c-8cbe-c85269b2c8f3,adhoc
Yxz92UuPLQ,naive,1,gpt-5.4,naive,87,,,,,,22263,834,,adhoc
